id,経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の駅前区分,前面道路の舗装状況,側道区分,側道方位区分,交通施設との近接区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建蔽率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,Ｈ３０価格,Ｈ３１価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９,属性移動Ｈ３０,属性移動Ｈ３１
1191,502692.919,128339.78,13112,5,17,2019,13112,5,17,世田谷,東京都　世田谷区経堂１－１２－８,13112,99,11000000001000100,診療所,S4,111,_,10,20,4,0,区道,北西,52,_,_,_,_,_,小売店舗、飲食店が建ち並ぶ駅前の商業地域,経堂,140,近商,防火,市街化,_,_,80,300,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,1960000,1410000,1240000,1080000,978000,930000,831000,772000,739000,723000,707000,703000,704000,722000,838000,958000,876000,808000,780000,768000,766000,776000,790000,809000,838000,890000,950000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1192,502693.24700000003,128388.416,13112,0,15,2019,13112,0,15,世田谷,東京都　世田谷区赤堤５－２０－６,13112,165,10000000000000000,_,LS2,111,_,10,20,2,0,区道,南西,50,_,_,_,_,_,一般住宅の中にアパートが見られる住宅地域,下高井戸,560,1低専,準防,市街化,_,_,60,150,False,0000011111111111111111111111111111111,0,0,0,0,0,1400000,1180000,1180000,1180000,1020000,748000,645000,608000,582000,570000,563000,537000,519000,510000,500000,494000,489000,489000,499000,552000,609000,540000,498000,492000,485000,483000,490000,498000,508000,526000,553000,581000,0,0,0,0,40000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1193,502693.578,128677.41,13120,0,81,2019,13120,0,81,練馬,東京都　練馬区向山４－１９－８,13120,91,10000000000000000,_,W2,111,_,10,15,2,0,区道,東,40,_,_,_,_,_,小規模一般住宅、アパートが多い住宅地域,中村橋,900,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334000,340000,350000,362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
1194,502693.679,128576.44099999999,13115,0,46,2019,13115,0,46,杉並,東京都　杉並区阿佐谷北６－２７－１２,13115,138,10000000000000000,_,W2,111,_,12,10,2,0,区道,西,46,_,_,_,_,_,中小規模一般住宅が多い住宅地域,鷺ノ宮,850,1低専,準防,市街化,_,_,50,100,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,644000,542000,514000,470000,460000,459000,449000,439000,435000,427000,419000,412000,412000,415000,447000,491000,442000,411000,410000,409000,409000,416000,422000,428000,436000,448000,467000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000
1195,502695.148,128539.364,13115,5,18,2019,13115,5,18,杉並,東京都　杉並区阿佐谷北１－４－８,13115,100,11000000000000000,_,S4,111,台形,10,20,4,0,区道,南,45,_,_,_,_,_,店舗兼住宅等が建ち並ぶ近隣商業地域,阿佐ケ谷,140,商業,防火,市街化,_,_,80,500,False,0000000000000000000111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560000,549000,542000,542000,550000,602000,666000,595000,549000,547000,543000,543000,552000,567000,591000,625000,658000,701000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1196,502695.713,128649.352,13120,5,11,2019,13120,5,11,練馬,東京都　練馬区中村北４－８－３０,13120,117,11100000000000100,共同住宅,SRC7,111,_,10,15,7,0,都道,北,250,_,_,_,_,_,中高層の店舗ビル等が建ち並ぶ駅前の商業地域,中村橋,180,商業,防火,市街化,_,_,80,500,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,1250000,1030000,898000,803000,750000,687000,638000,616000,600000,593000,591000,590000,596000,658000,769000,690000,656000,654000,649000,648000,660000,663000,676000,710000,750000,792000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1197,502696.112,128476.444,13115,0,8,2019,13115,0,8,杉並,東京都　杉並区成田東１－６－１０,13115,146,10000000000000000,_,LS2,111,台形,10,12,2,0,区道,南,49,_,_,_,_,_,中規模程度の一般住宅が多い住宅地域,西永福,1200,1低専,準防,市街化,_,_,50,100,True,0000111111111111111111111111111111111,0,0,0,0,885000,1100000,1010000,1010000,990000,820000,637000,530000,502000,460000,458000,453000,439000,427000,420000,414000,402000,397000,397000,400000,432000,468000,420000,390000,390000,386000,386000,393000,402000,411000,420000,430000,442000,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1198,502696.573,128547.49,13115,0,39,2019,13115,0,39,杉並,東京都　杉並区阿佐谷北１－２１－１０,13115,132,10000000000000000,_,RC2,111,台形,12,10,2,0,私道,西,34,_,_,_,_,_,中小規模一般住宅、アパート等が多い住宅地域,阿佐ケ谷,400,1低専,準防,市街化,_,_,60,150,False,0000000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,550000,505000,494000,489000,473000,458000,454000,448000,444000,440000,440000,445000,483000,532000,480000,443000,441000,438000,438000,446000,456000,468000,482000,499000,527000,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1199,502698.287,128187.15800000001,13112,0,74,2019,13112,0,74,世田谷,東京都　世田谷区上野毛２－１１－４,13112,208,10000000000000000,_,RC2,111,_,10,12,2,0,区道,南,62,_,_,_,_,_,閑静な中規模一般住宅が多い住宅地域,上野毛,600,1低専,_,市街化,_,_,40,80,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,691000,660000,630000,616000,607000,580000,562000,551000,545000,537000,530000,528000,539000,597000,660000,590000,549000,542000,535000,533000,539000,546000,561000,581000,615000,649000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1200,502699.26200000005,128321.597,13112,0,83,2019,13112,0,83,世田谷,東京都　世田谷区桜２－１２－２,13112,112,10000000000000000,_,W2,111,_,10,10,2,0,区道,南東,38,_,_,_,_,_,一般住宅に共同住宅等も見られる住宅地域,上町,830,1低専,準防,市街化,_,_,60,150,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487000,503000,521000,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000010000000
1201,502701.11299999995,128495.25,13115,5,12,2019,13115,5,12,杉並,東京都　杉並区成田東３－６－４,13115,136,11000000000000000,_,W2,111,_,10,15,2,0,都道,南東,150,_,_,_,_,_,小規模な小売店舗の建ち並ぶ街道沿いの商業地域,新高円寺,1100,近商,準防,市街化,_,_,80,300,False,0000111111111111111111111111111111111,0,0,0,0,1630000,1800000,1800000,1800000,1800000,1670000,1280000,1020000,900000,720000,660000,605000,560000,515000,481000,469000,459000,451000,450000,456000,495000,549000,495000,460000,458000,455000,455000,460000,470000,489000,517000,552000,590000,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1202,502702.14,128513.85,13115,5,8,2019,13115,5,8,杉並,東京都　杉並区阿佐谷南１－８－５,13115,284,100000000000000,_,RC5F1B,111,_,10,12,5,1,都道,南西,250,_,_,_,_,_,中層の店舗兼共同住宅等が建ち並ぶ路線商業地域,南阿佐ケ谷,400,商業,防火,市街化,_,_,80,400,True,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,2820000,2050000,1520000,1140000,940000,860000,765000,690000,640000,614000,596000,587000,585000,595000,667000,730000,650000,603000,598000,593000,593000,599000,615000,642000,690000,750000,802000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000010,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1203,502702.43299999996,128299.942,13112,0,25,2019,13112,0,25,世田谷,東京都　世田谷区弦巻５－１９－８,13112,225,10000000000000000,_,RC2,111,_,10,20,2,0,区道,南東,60,_,_,_,_,_,一般住宅と共同住宅等が建ち並ぶ住宅地域,上町,900,1低専,準防,市街化,_,_,60,150,True,0001111111111111111111111111111111111,0,0,0,525000,1170000,1400000,1260000,1280000,1250000,1030000,772000,670000,635000,605000,588000,580000,552000,531000,526000,516000,510000,506000,505000,511000,580000,650000,571000,528000,526000,522000,520000,527000,534000,544000,557000,576000,603000,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10001000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1204,502704.292,128226.082,13112,0,6,2019,13112,0,6,世田谷,東京都　世田谷区上野毛４－１３－１７,13112,197,10000000000000000,_,W2,111,_,10,15,2,0,区道,北東,62,_,_,_,_,_,中規模一般住宅が多い閑静な住宅地域,上野毛,890,1低専,準防,市街化,_,_,50,100,False,0000000000000000011111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560000,549000,542000,535000,530000,528000,540000,614000,692000,612000,570000,563000,554000,553000,561000,570000,583000,604000,629000,649000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000010000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1205,502704.99,128608.492,13114,0,14,2019,13114,0,14,中野,東京都　中野区鷺宮３－２８－５,13114,167,10000000000000000,_,W2,111,_,10,20,2,0,区道,北西,55,_,_,_,_,_,中小規模一般住宅にアパートも見られる住宅地域,鷺ノ宮,320,1低専,準防,市街化,_,_,50,150,True,0000000000000000000000000000000111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417000,421000,426000,434000,447000,465000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1206,502705.81799999997,128307.26199999999,13112,0,45,2019,13112,0,45,世田谷,東京都　世田谷区世田谷２－２５－１２,13112,126,10000000000000000,_,W2F1B,111,_,12,10,2,1,区道,北,40,_,_,_,_,_,一般住宅とアパートが建ち並ぶ住宅地域,上町,700,1中専,準防,市街化,_,_,60,200,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,722000,625000,603000,575000,564000,556000,534000,517000,504000,487000,480000,475000,473000,480000,545000,603000,538000,500000,496000,491000,489000,497000,504000,515000,531000,552000,585000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1207,502706.099,128554.992,13115,0,58,2019,13115,0,58,杉並,東京都　杉並区阿佐谷北５－２３－２,13115,137,10000000000000000,_,W2,111,_,10,12,2,0,私道,南,44,_,_,_,_,_,中小規模一般住宅が建ち並ぶ住宅地域,阿佐ケ谷,900,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465000,479000,495000,518000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
1208,502706.63200000004,128368.991,13112,0,50,2019,13112,0,50,世田谷,東京都　世田谷区赤堤３－９－１１,13112,204,10000000000000000,_,W3,111,_,10,20,3,0,区道,北,60,_,_,_,_,_,中規模一般住宅が多く共同住宅もある住宅地域,松原,320,1低専,準防,市街化,_,_,50,100,True,0000000000000000000011111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559000,551000,550000,561000,630000,710000,625000,583000,580000,570000,567000,576000,584000,594000,606000,630000,654000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000010000000
1209,502707.23600000003,128204.739,13112,0,82,2019,13112,0,82,世田谷,東京都　世田谷区上野毛１－１６－１９,13112,161,10000000000000000,_,W2,111,_,10,25,2,0,区道,北,60,_,_,_,_,_,一般住宅、共同住宅等が建ち並ぶ住宅地域,上野毛,240,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644000,667000,692000,716000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000
1210,502707.402,128782.177,13119,0,11,2019,13119,0,11,板橋,東京都　板橋区赤塚２－２５－３１,13119,103,10000000000000000,_,LS2,111,_,12,10,2,0,区道,北東,50,_,_,_,_,_,一般住宅等が建ち並ぶ区画整然とした住宅地域,地下鉄赤塚,310,1中専,準防,市街化,_,_,60,200,False,0000000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,355000,360000,367000,377000,393000,412000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1211,502707.92,128400.62,13115,5,16,2019,13115,5,16,杉並,東京都　杉並区下高井戸１－１－６,13115,244,11100000000000100,共同住宅,RC5,111,台形,10,15,5,0,区道,西,36,_,_,_,_,_,中小規模の店舗兼共同住宅が多い駅前の商業地域,下高井戸,100,商業,防火,市街化,_,_,80,400,False,0000000000111111111111111111111111111,0,0,0,0,0,0,0,0,0,0,1650000,1130000,909000,725000,680000,640000,572000,534000,509000,498000,492000,485000,485000,496000,540000,602000,537000,495000,493000,490000,489000,496000,507000,530000,551000,585000,623000,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000010,10000000000000,10000000000000,10000000000000,10000000000000,10110000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10010000000000,10000000000000,10000000000000,10000000000000,10000000000000
1212,502707.924,128848.352,13119,0,1,2019,13119,0,1,板橋,東京都　板橋区三園１－４４－２５,13119,593,10000000000000100,共同住宅,S4,111,_,10,15,4,0,区道,南東,60,_,_,_,_,_,中層のマンションが多い新興住宅地域,西高島平,550,1中専,準防,市街化,_,_,60,200,False,0000000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,414000,391000,380000,375000,370000,357000,339000,323000,308000,297000,288000,284000,283000,300000,325000,300000,290000,287000,283000,281000,282000,283000,285000,291000,300000,310000,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
1213,502708.00299999997,128244.528,13112,0,79,2019,13112,0,79,世田谷,東京都　世田谷区用賀１－４－７,13112,200,10000000000000000,_,W2,111,_,11,10,2,0,区道,南西,60,_,_,_,_,_,中規模一般住宅が多い閑静な住宅地域,用賀,940,1低専,準防,市街化,_,_,50,100,False,0000000000000000000000000000000001111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579000,601000,632000,665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000000000,10000000000000,10000000000000,10000010000000
1214,502709.11600000004,128739.06,13120,0,19,2019,13120,0,19,練馬,東京都　練馬区田柄３－２２－４,13120,115,10100000000000000,_,W2,111,_,10,15,2,0,区道,南,50,_,_,_,_,_,一般住宅、アパート、空地等が混在する住宅地域,平和台,1200,1低専,準防,市街化,_,_,50,100,False,0000011111111111111111111111111111111,0,0,0,0,0,783000,705000,705000,705000,605000,478000,445000,419000,409000,403000,397000,375000,356000,341000,329000,323000,318000,316000,317000,339000,380000,344000,326000,324000,322000,322000,327000,332000,336000,341000,351000,364000,0,0,0,0,40000000000000,10000000000000,10000000000011,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000001000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000,20000000000000,10000000000000,10000000000000,10000000000000,10000000000000,10000000000000
